RestaurantName,Cuisine,Rating,NumberofRatings,NumberofOffers,Area,PureVeg,Location
Indian Rasoi,Burgers- Pastas,2.9,10+ ratings,0,Kamla Nagar,Yes,Agra
Sarvaheet,North Indian- Kebabs,--,Too Few Ratings,1,Jakhan,No,Agra
The Kitchen House,Fast Food- Beverages,--,Too Few Ratings,1,Kamla Nagar,No,Agra
Shri Bankey Bihari Misthan Bhandar,Desserts- Beverages,4.2,1K+ ratings,1,Kamla Nagar,Yes,Agra
Shri Thakur Ji Misthan Bhandar,Desserts- Sweets,4,3 ratings,2,Kamla Nagar,Yes,Agra
Brijbhog Mishthan Bhandar,Sweets- Street Food,4.5,1K+ ratings,2,Kamla Nagar,Yes,Agra
Pizza Cave,Pizzas,4.2,500+ ratings,2,Kamla Nagar,Yes,Agra
Le Vera Pizza,Pizzas,4.4,100+ ratings,1,Kamla Nagar,Yes,Agra
Unavu South Indian,South Indian- Snacks,--,Too Few Ratings,1,Kamla Nagar,Yes,Agra
Anna Samrat Restaurant,South Indian- North Indian,3.2,50+ ratings,2,Kamla Nagar,Yes,Agra
Shri Shyam Ji Shakahari Bhojanalaya,Indian- North Indian,3.8,50+ ratings,2,Gajanan Nagar,Yes,Agra
Food Costa,Chinese- Indian,--,Too Few Ratings,1,Kamla Nagar,Yes,Agra
Cakes,Bakery,NEW,,2,Agra,No,Agra
Kings,Indian,4.3,1K+ ratings,2,Kamla Nagar,Yes,Agra
Jain Cake Wakers,Bakery,3.3,20+ ratings,1,Kamla Nagar,Yes,Agra
Shay Hub,Pizzas- Pastas,3.8,10+ ratings,3,Kamla Nagar,Yes,Agra
Yum Yum Vada Pav No.1,North Indian,3.6,100+ ratings,1,Kamla Nagar,Yes,Agra
Little Maggi Point,Snacks- Chinese,--,Too Few Ratings,1,Kamla Nagar,Yes,Agra
D'Zurt Cafe,Beverages- Burgers,4.7,3 ratings,3,Kamla Nagar,Yes,Agra
Hotel DD Suites,Indian- Continental,4.1,9 ratings,1,Kamla Nagar,Yes,Agra
Talk Of The Town,Chinese- Pizzas,--,Too Few Ratings,1,Kamla Nagar,Yes,Agra
Karchi,North Indian- Mughlai,4.3,1K+ ratings,1,Kamla Nagar,No,Agra
Chows Kitchen,Chinese- Thai,4,100+ ratings,1,Kamla Nagar,No,Agra
Sri Dauji Chatpataa,Desserts,4.3,1K+ ratings,1,Kamla Nagar,Yes,Agra
Chaat Bazar,Chaat- Sweets,--,Too Few Ratings,1,Kamla Nagar,Yes,Agra
Guru Kripa Bhojnalaya,North Indian- Snacks,4,1K+ ratings,1,Kamla Nagar,Yes,Agra
Vibe Hai Vibe Hai,Italian-American- Fast Food,--,Too Few Ratings,1,Kamla Nagar,Yes,Agra
Cake Farmer,Desserts,--,Too Few Ratings,1,Kamla Nagar,No,Agra
Shere Punjab Hotel & Restaurant,Chinese- North Indian,3.3,20+ ratings,2,Kamla Nagar,No,Agra
Yatika Pizza And Garlic,Pizzas- Burgers,--,Too Few Ratings,2,Kamla Nagar,Yes,Agra
Tongue Twister,Chinese- Fast Food,4.3,500+ ratings,1,Kamla Nagar,Yes,Agra
Shri Radhay Chaat Bhandar,Chaat- Fast Food,--,Too Few Ratings,1,Kamla Nagar,Yes,Agra
Shri Vrindavan Pan Bhandar,Paan,--,Too Few Ratings,1,Kamla Nagar,Yes,Agra
Celebration Restaurant,Chinese- Desserts,4,100+ ratings,1,Kamla Nagar,Yes,Agra
Momos Point,Chinese,3.9,6 ratings,1,Kamla Nagar,No,Agra
Urban Vada Pav,Snacks- Rolls & Wraps,4.5,20+ ratings,3,Kamla Nagar,Yes,Agra
Garlick,Snacks- Fast Food,4.7,6 ratings,1,Kamla Nagar,Yes,Agra
Subway,Healthy Food- Salads,4.1,5K+ ratings,1,Motera,No,Ahmedabad
The Chocolate Room,Bakery- Desserts,4.1,500+ ratings,4,Motera,Yes,Ahmedabad
Domino'S Pizza,Pizzas- Italian,4.3,1K+ ratings,3,Motera,No,Ahmedabad
PVR Cafe,Snacks- Fast Food,4.4,50+ ratings,3,Motera,No,Ahmedabad
Khichdi Etc,North Indian- Gujarati,4.5,5K+ ratings,4,Motera,Yes,Ahmedabad
Theobroma,Bakery- Desserts,4.4,50+ ratings,2,Motera,No,Ahmedabad
Drink Eat Fun,Pizzas- Pastas,3.9,20+ ratings,1,Motera,Yes,Ahmedabad
Dangee Dums,Desserts- Bakery,4.4,500+ ratings,2,Motera,Yes,Ahmedabad
Taste The Best. The Test Of New Generation.,Indian- Biryani,4.3,50+ ratings,1,MOTERA,No,Ahmedabad
Patel S Cafe Bar,Continental,4.3,100+ ratings,1,Ghatlodiya,Yes,Ahmedabad
Shree Marutinandan,Chinese- Indian,4,100+ ratings,3,Motera,Yes,Ahmedabad
Gwalia Sweets & Fast Food,Sweets- North Indian,4.5,10K+ ratings,3,Motera,Yes,Ahmedabad
Anna Dosa Point,South Indian,4.2,100+ ratings,1,Motera,Yes,Ahmedabad
Dev'S Kitchen,Thalis- North Indian,4.7,100+ ratings,1,Motera,Yes,Ahmedabad
South Express,South Indian,3.8,100+ ratings,1,Motera,Yes,Ahmedabad
Mehfil Biryani By Zakir Khan,Biryani- Mughlai,3.6,10+ ratings,4,Motera,No,Ahmedabad
Rose Buddy Cafe,Snacks- Pizzas,3.9,2 ratings,3,Motera,No,Ahmedabad
Ritu'S Cafe By Trc,Beverages- Italian,4.2,3 ratings,1,Motera,Yes,Ahmedabad
Spicy Bite Fast Food,Fast Food- Pizzas,--,Too Few Ratings,1,Aastha Square,Yes,Ahmedabad
Veeru'S Non Veg,North Indian- Beverages,4.2,1K+ ratings,1,D Colony,No,Ahmedabad
Gaytri Vegitable Natural Soup And Juice Center,Street Food,4.8,50+ ratings,2,Motera,Yes,Ahmedabad
Shanti Restaurant,Indian- Chinese,4.2,5K+ ratings,3,Motera,No,Ahmedabad
Praful Sweets And Namkeen,Sweets- Snacks,4.6,1K+ ratings,1,Motera,Yes,Ahmedabad
South End Corner,South Indian- Chinese,3.5,20+ ratings,1,Motera,Yes,Ahmedabad
Raj The Biryani House,Biryani- North Indian,4,1K+ ratings,4,Motera,No,Ahmedabad
Non Veg Express,Indian- Chinese,4.2,1K+ ratings,4,Motera,No,Ahmedabad
Qtb Barbecue,Tandoor- Snacks,4.4,10+ ratings,3,Motera,Yes,Ahmedabad
Mocacabana,Beverages- Continental,3.9,100+ ratings,1,Motera,Yes,Ahmedabad
Grill Kitchen - Motera,North Indian- Italian,4,9 ratings,1,Motera,Yes,Ahmedabad
Toasttree Sandwiches,Grill- Fast Food,--,Too Few Ratings,1,MOTERA,Yes,Ahmedabad
KFC,American- Snacks,4.3,100+ ratings,2,Khatla,No,Aizawl
Cozy Den Restaurant,Indian,3.2,9 ratings,3,Khatla,No,Aizawl
Cake Craft By Mango Masala,Burgers- Pizzas,4.2,1K+ ratings,2,Hathi Bhata,No,Ajmer
Mango Masala Restaurant,Pastas- Chinese,4.3,1K+ ratings,2,Hathi Bhata,Yes,Ajmer
Pizzeria By Mango Masala,Pizzas,4.2,100+ ratings,2,Hathi Bhata,No,Ajmer
Mango Curry,Chinese- South Indian,4.4,500+ ratings,2,Hathi Bhata,No,Ajmer
Coffo Holic,North Indian,4.9,10+ ratings,1,Hathi Bhata,Yes,Ajmer
Shiv Shakti Ice Cream Parlour,Desserts,--,Too Few Ratings,1,Gaddi Malian,Yes,Ajmer
FYi,Indian- Fast Food,4.2,50+ ratings,2,Hathi Bhata,Yes,Ajmer
1944 Restaurants - The Hocco Kitchen,North Indian- Pizzas,4.1,100+ ratings,2,Hathi Bhata,Yes,Ajmer
Dilliwala Family Dhabha,North Indian- Chinese,4.4,100+ ratings,3,Gaddi Malian,Yes,Ajmer
De Bites,Italian-American- Fast Food,4.7,20+ ratings,2,Gaddi Malian,Yes,Ajmer
Gangaur Pizza Point,Pastas- Chinese,4,1K+ ratings,1,Hathi Bhata,Yes,Ajmer
Jain Restaurant,South Indian- Snacks,3.6,20+ ratings,2,Banda Locality,Yes,Banda
Spicy Pizza Corner,Italian- Pizzas,4.2,100+ ratings,1,Banda Locality,Yes,Banda
SS Bakery,Bakery- Desserts,4.6,20+ ratings,1,Banda Locality,No,Banda
Rendezvous Restaurant,Indian- Chinese,3.8,20+ ratings,1,Banda Locality,Yes,Banda
Basu Sweets,Sweets- Indian,4.4,100+ ratings,1,Banda Locality,Yes,Banda
Biryani Fusion,Biryani,4.1,100+ ratings,1,Banda Locality,No,Banda
Cake Bakery Banda,Cakes and Pastries- Bakery,3.8,50+ ratings,2,Banda Locality,Yes,Banda
Gyan Vaishnav,North Indian- Salads,4,50+ ratings,2,Banda Locality,No,Banda
SS Bakers,Bakery- Pizzas,3.8,20+ ratings,1,Banda Locality,No,Banda
S S Residency,North Indian- Chinese,3.9,50+ ratings,1,Banda Locality,No,Banda
Jain Bakery & Confectioners,Bakery,4.1,10+ ratings,1,Banda Locality,Yes,Banda
Maa Annapurna Rasoi,Indian,3.8,100+ ratings,1,Banda Locality,Yes,Banda
Banda City Kitchen,Indian- Biryani,3.9,50+ ratings,1,Banda Locality,No,Banda
Guptaji Domin'S Pizza Outlet,Italian- Continental,4.2,50+ ratings,1,Banda Locality,Yes,Banda
Al-Baik,Snacks- American,3.6,20+ ratings,1,Banda Locality,No,Banda
Vaishnav Bhojnalay,North Indian,2.9,8 ratings,1,Banda Locality,Yes,Banda
The Central Jail Family Restaurant,Fast Food- Chinese,3.8,100+ ratings,2,Banda Locality,No,Banda
Blue Heaven Pizza & Fast Food Family Restaurant,Italian- Pizzas,3.4,20+ ratings,2,Banda Locality,Yes,Banda
The Red Zone Family Restaurant,South Indian- Chinese,3.9,50+ ratings,2,Banda Locality,Yes,Banda
Shree Ram Janki Bhojnalaya,South Indian- Indian,--,Too Few Ratings,1,Banda Locality,Yes,Banda
Mini Restaurant & Biryani Corner,North Indian- Chinese,2.9,20+ ratings,1,Banda Locality,No,Banda
Krishna Sweets & Dairy Product,Snacks- Indian,4.1,10+ ratings,2,Banda Locality,Yes,Banda
Down Town Pizza,Chinese- Snacks,--,Too Few Ratings,1,Banda Locality,Yes,Banda
The Green Valley,North Indian- Chinese,3.9,100+ ratings,2,Banda Locality,Yes,Banda
South Indian Food Corner,South Indian,3.6,10+ ratings,1,Banda Locality,No,Banda
Sri Udupi Food Hub,South Indian- North Indian,4.3,500+ ratings,5,Gandhi Nagar,Yes,Bangalore
Brik Oven - Original Sourdough Pizzas,Italian- Pizzas,4.3,1K+ ratings,3,High Grounds,No,Bangalore
Zed The Baker,Continental- Bakery,4.1,100+ ratings,4,High Grounds,No,Bangalore
Shri Manjunatha Cafe,South Indian- Chinese,NEW,,5,Indiranagar,Yes,Bangalore
Momos Cabin,Chinese- Fast Food,4.8,3 ratings,1,Cubbon Pete,Yes,Bangalore
The Burrow,Pizzas- Healthy Food,3.7,8 ratings,1,Gandhi Nagar,No,Bangalore
The Weekly Brewhouse & Kitchen,Pastas- Pizzas,5,4 ratings,1,Hosur,No,Bangalore
Satkar Restaurant,North Indian,4.4,10K+ ratings,1,Janakpuri,Yes,Bareilly
Food Factory,Burgers- Pastas,4,20+ ratings,1,Gangapur,No,Bareilly
Oh So Desi (Pind Da Dhabaa),North Indian- Chinese,4,9 ratings,2,Janakpuri,Yes,Bareilly
Xero Degree,Snacks- Fast Food,3.9,4 ratings,1,Janakpuri,No,Bareilly
Khanabadosh,Mughlai- Biryani,3.6,100+ ratings,2,Gangapur,No,Bareilly
Prakash Sweets-Ice Cream-Bakers,Sweets- Snacks,4.3,5K+ ratings,1,Gangapur,Yes,Bareilly
The Grey House,Chinese- Continental,4.2,1K+ ratings,1,Janakpuri,No,Bareilly
Combo King,Mughlai- North Indian,3.5,20+ ratings,1,Jankpuri,No,Bareilly
Feel Hungry,Chinese- Snacks,3.9,50+ ratings,3,Gangapur,No,Bareilly
Bollywood Waffle,Ice Cream- Beverages,3.9,20+ ratings,1,Jankpuri,No,Bareilly
Chaatu Specialty Foods,North Indian- Chinese,3.8,50+ ratings,1,Gangapur,Yes,Bareilly
Butterfly Restaurant,Beverages- Burgers,NEW,,1,Janakpuri,No,Bareilly
Aahar Junction,North Indian,4.9,8 ratings,2,Gangapur,Yes,Bareilly
Ram Prakash Kachori Wale,North Indian,3.8,500+ ratings,1,Gangapur,Yes,Bareilly
Ajanta,Sweets- Bakery,4.6,1K+ ratings,1,Gangapur,Yes,Bareilly
Yammy Licious,Burgers- Fast Food,--,Too Few Ratings,2,Greater Green Park Colony,No,Bareilly
Happy Stomach,Chinese- Beverages,4,10+ ratings,1,Janakpuri,Yes,Bareilly
Dough & Sauce Pizza,Pizzas,4.2,20+ ratings,1,Gangapur,Yes,Bareilly
Burger Buddy,Burgers- Snacks,4,100+ ratings,5,Gulmohar Colony,No,Bhopal
The Good Bowl,Biryani- North Indian,4.2,1K+ ratings,5,Gulmohar Colony,No,Bhopal
FreshMenu,North Indian- Biryani,3.4,10+ ratings,4,Gulmohar Colony,No,Bhopal
"Faasos - Wraps, Rolls & Shawarma",Kebabs- Fast Food,4.2,5K+ ratings,5,Gulmohar Colony,No,Bhopal
LunchBox - Meals And Thalis,Biryani- North Indian,4.2,1K+ ratings,4,Gulmohar Colony,No,Bhopal
Pure Veg Meals By Lunchbox,Biryani- North Indian,4,100+ ratings,5,Gulmohar Colony,Yes,Bhopal
Faasos' Signature Wraps & Rolls,Fast Food- Snacks,4.1,50+ ratings,5,Gulmohar Colony,No,Bhopal
Mehfil By Behrouz,Biryani- North Indian,4,20+ ratings,5,Gulmohar Colony,No,Bhopal
Behrouz Biryani,Biryani- North Indian,4.2,1K+ ratings,5,Gulmohar Colony,No,Bhopal
Food Of Dreams,Indian,--,Too Few Ratings,4,Gulmohar Colony,No,Bhopal
Winni Cakes & More,Bakery- Sweets,3.8,100+ ratings,5,Gulmohar Colony,Yes,Bhopal
Wow! Momo,Tibetan- Healthy Food,4,50+ ratings,4,Gulmohar,No,Bhopal
Sweet Truth - Cake And Desserts,Snacks- Bakery,4.3,1K+ ratings,4,Gulmohar Colony,No,Bhopal
Rolls Mania,Indian- North Indian,4.3,1K+ ratings,5,Gulmohar Colony,No,Bhopal
Oven Story Pizza - Standout Toppings,Pizzas- Pastas,4.1,500+ ratings,5,Gulmohar Colony,No,Bhopal
"Frozen Bottle - Milkshakes, Desserts And Ice Cream",Beverages- Desserts,4,100+ ratings,5,GULMOHAR,Yes,Bhopal
Barbeque Nation,North Indian- Barbecue,3.7,1K+ ratings,5,Gulmohar Colony,No,Bhopal
Biryani Junction,North Indian- Combo,2.8,10+ ratings,4,Gulmohar Colony,No,Bhopal
"Aesthetic'S Nutrition - Healthy Food, Simplified",Healthy Food- Salads,4.2,1K+ ratings,5,Gulmohar Colony,No,Bhopal
Firangi Bake,Pizzas- Pastas,3.7,20+ ratings,4,Gulmohar Colony,No,Bhopal
The Crush Coffee,Beverages- North Indian,3.5,10+ ratings,4,Gulmohar Colony,Yes,Bhopal
UBQ By Barbeque Nation,North Indian- Barbecue,3.8,1K+ ratings,5,Gulmohar Colony,No,Bhopal
Idli Street,South Indian- Snacks,3.9,100+ ratings,5,Gulmohar Colony,Yes,Bhopal
Kiki'S Cafe,North Indian- Pizzas,2.4,5 ratings,5,Gulmohar Colony,Yes,Bhopal
Chalu Chinese,Chinese- Snacks,3.3,500+ ratings,4,Gulmohar Colony,No,Bhopal
Rk Home Bakery,Bakery,4.1,10+ ratings,5,Gulmohar Colony,Yes,Bhopal
Chef Sandwich Indori,Indian,3.3,10+ ratings,4,D Mart,Yes,Bhopal
Turning Point Family Restaurant,North Indian,--,Too Few Ratings,5,Gulmohar Colony,No,Bhopal
Student Ka Restaurant,Indian,3.4,6 ratings,4,Gulmohar Colony,No,Bhopal
Bread & Better Cafe,Snacks- Pizzas,4.3,10+ ratings,4,Gulmohar Colony,Yes,Bhopal
MurGhee,Biryani- North Indian,3.3,50+ ratings,5,Gulmohar Colony,No,Bhopal
Suruchi'S,Chinese- Pizzas,3.5,100+ ratings,5,gulmohar colony,Yes,Bhopal
Berchha Dairy And Sweet,Desserts,3.4,10+ ratings,5,Gulmohar Colony,Yes,Bhopal
Shiva Foods,Snacks,4.1,10+ ratings,5,Gulmohar,Yes,Bhopal
Biryani Delight,Biryani,--,Too Few Ratings,4,Gulmohar Colony,No,Bhopal
Avs Mitram,North Indian- Indian,4,20+ ratings,4,Gulmohar Colony,Yes,Bhopal
Fusion Meals,Indian- North Indian,4.7,10+ ratings,5,Gulmohar Colony,No,Bhopal
Cafe Nadora By Urban Tohfa,Punjabi- Beverages,4.2,50+ ratings,4,Gulmohar Colony,Yes,Bhopal
Dharni'S Food,North Indian- South Indian,3.5,100+ ratings,4,Gulmohar Colony,Yes,Bhopal
VS Foodie Corner,Chinese,3.9,10+ ratings,5,Gulmohar Colony,No,Bhopal
"Squirrell- The Food Hive, Rohit Nagar",North Indian- Fast Food,3.7,500+ ratings,4,Gulmohar Colony,Yes,Bhopal
Zaffran'S Hakeem,Tandoor- Thalis,1.9,20+ ratings,5,Gulmohar Colony,No,Bhopal
Kashish Momos Fast Food Centre,Chinese- Fast Food,3.4,9 ratings,5,Gulmohar Colony,Yes,Bhopal
Dilli Ki Gali Parathe Wali,Punjabi- Biryani,3.6,10+ ratings,4,Gulmohar Colony,Yes,Bhopal
The Indian Momo Co.,Chinese,--,Too Few Ratings,5,Gulmohar Colony,No,Bhopal
Hotel Tirupati Balaji,North Indian- Indian,3.9,100+ ratings,4,Gulmohar Colony,Yes,Bhopal
Shamby'S Cafe,Pizzas- Snacks,3.5,20+ ratings,5,Gulmohar Colony,Yes,Bhopal
Shiv Ganga Bhojnalay,North Indian- Indian,--,Too Few Ratings,4,Gulmohar Colony,Yes,Bhopal
Kyu Aagaya Swaad,North Indian- Snacks,2.1,6 ratings,4,Gulmohar Colony,No,Bhopal
Winter Rose Cafe,North Indian- Pizzas,--,Too Few Ratings,4,Gulmohar Colony,No,Bhopal
Sai Ram TTB Greens,Indian- Chinese,--,Too Few Ratings,4,Gulmohar Colony,Yes,Bhopal
Woods Inn Restaurant,Fast Food,4.6,50+ ratings,4,Gandhi Nagar,No,Bhopal
Al Fresco,North Indian- Chinese,3.7,20+ ratings,5,Gulmohar Colony,No,Bhopal
The Momo Story,Chinese- Burgers,3.5,6 ratings,4,Gulmohar Colony,Yes,Bhopal
TASTE OF GWALIOR CAFE & RESTAURANT,Beverages- Chinese,--,Too Few Ratings,4,Gulmohar Colony,Yes,Bhopal
The Asian- Indian Cafe,South Indian- Chinese,2.9,10+ ratings,5,Gulmohar Colony,Yes,Bhopal
18 Till We Die,Pizzas- Italian,4.2,10+ ratings,4,Gulmohar Colony,Yes,Bhopal
Cook Dooh Kooh,North Indian- Mughlai,3.9,1K+ ratings,5,Gulmohar Colony,No,Bhopal
Mitho Wok Street,Asian- Chinese,4.2,100+ ratings,4,Gulmohar Colony,No,Bhopal
Countryside Meadows The Garden Restaurant,North Indian- Chinese,3.8,50+ ratings,5,Gulmohar Colony,No,Bhopal
Dosa Crush,South Indian,2.6,5 ratings,4,Gulmohar colony,Yes,Bhopal
The Lazy Spoon,North Indian- Chinese,3.5,20+ ratings,5,Gulmohar Colony,No,Bhopal
Lost Iin Taste,North Indian- Chinese,3.4,50+ ratings,4,Gulmohar Colony,No,Bhopal
Veg Protein Soya Chaap Corner,North Indian- Fast Food,4,100+ ratings,5,Gulmohar Colony,Yes,Bhopal
Page 3 Multicuisine Restaurant,Chinese- Italian-American,NEW,,5,Gulmohar,No,Bhopal
Wow Grills,Tandoor- Indian,3.5,10+ ratings,4,Gulmohar Colony,No,Bhopal
Bhookha Burger,Burgers- Beverages,--,Too Few Ratings,4,Gulmohar Colony,No,Bhopal
Indian Bawarchi,North Indian- Indian,--,Too Few Ratings,4,Gulmohar Colony,Yes,Bhopal
Have Some Fries,Snacks- Beverages,--,Too Few Ratings,4,Gulmohar Colony,No,Bhopal
The Paratha Box,Indian- Beverages,--,Too Few Ratings,4,Gulmohar Colony,No,Bhopal
Thirsty Stories,Beverages,--,Too Few Ratings,4,Gulmohar Colony,No,Bhopal
Biryani Da Theka,Biryani- North Indian,3.1,10+ ratings,4,Gulmohar Colony,No,Bhopal
Sadhna'S Kitchen,Indian,3.9,100+ ratings,5,Gulmohar Colony,Yes,Bhopal
AROMA KITCHEN,Chinese- Beverages,--,Too Few Ratings,5,Gulmohar Colony,No,Bhopal
Sugya FoodTask,North Indian- Indian,4.2,9 ratings,4,Gulmohar Colony,No,Bhopal
Nannu'S Cafe,Chinese- Thalis,--,Too Few Ratings,4,Gulmohar Colony,No,Bhopal
Anokhi Handi,Biryani,3.8,20+ ratings,4,Gulmohar Colony,No,Bhopal
Bento Daily,Healthy Food- Chinese,4.2,20+ ratings,5,Gulmohar Colony,No,Bhopal
Bento Kitchen,North Indian- Chinese,3.3,1K+ ratings,5,Gulmohar Colony,No,Bhopal
Betabawarchi,Fast Food- Pastas,4.1,5 ratings,5,Gulmohar Colony,No,Bhopal
Food Boutique,Indian- Chinese,2.7,7 ratings,4,Gulmohar Colony,Yes,Bhopal
Hotel Tara Tarini,Chinese- Tandoor,4,100+ ratings,5,AIIMS Hospital,No,Bhubaneswar
BurpEaze,Healthy Food,4.5,500+ ratings,5,Gajapati Nagar,No,Bhubaneswar
Foodland,Indian- Chinese,3.9,5 ratings,4,Gajapati Nagar,No,Bhubaneswar
Sandhyarani Hotel,Oriya- North Indian,4.2,1K+ ratings,5,Gajapati Nagar,No,Bhubaneswar
Smog Resto Cafe,North Indian- Chinese,4.4,500+ ratings,5,Gajapati Nagar,No,Bhubaneswar
Brown N Cream By Swosti Grand,Desserts- Bakery,4.2,500+ ratings,5,Kharvela Nagar,No,Bhubaneswar
Michael'S Kitchen,Asian- Indian,4.2,500+ ratings,5,Gajapati Nagar,No,Bhubaneswar
DAYLIFE CAFE,Bakery- Continental,4.2,20+ ratings,5,Block Chhaka,No,Bhubaneswar
Brown N Cream By Swosti Premium,Bakery- Snacks,4.4,100+ ratings,5,Jaydev Vihar,No,Bhubaneswar
Moody Blues,North Indian- Chinese,4.5,1K+ ratings,4,Gajapati Nagar,No,Bhubaneswar
Bowl Xpert,Healthy Food,4.6,20+ ratings,5,Gajapati Nagar,No,Bhubaneswar
Tasty Dots,North Indian- Chinese,3.8,10+ ratings,4,Gajapati Nagar,No,Bhubaneswar
Biryani Home,Biryani- North Indian,3.7,50+ ratings,4,Gajapati Nagar,No,Bhubaneswar
Hotel Atmaram,Chinese,4,20+ ratings,4,Gajapati Nagar,No,Bhubaneswar
Filling Station,Indian,4.7,5 ratings,4,Kharvela Nagar,No,Bhubaneswar
Kalpana Hotel And Kolkata Roll,Biryani- Ice Cream,3.6,100+ ratings,4,Gajapati Nagar,No,Bhubaneswar
Baba Jeleswar Sweets,Snacks,--,Too Few Ratings,5,Gajapati Nagar,Yes,Bhubaneswar
Hiya Foods Biryani Wala,North Indian- Indian,4,100+ ratings,5,Mancheswar,No,Bhubaneswar
Jay Jagannatha Sugercane Juice Cente,Indian- Biryani,4.2,4 ratings,4,Gajapati Nagar,No,Bhubaneswar
Cup Of Tea,Fast Food- Cafe,NEW,,4,Jaydev Vihar,Yes,Bhubaneswar
All'69,Fast Food- Beverages,--,Too Few Ratings,4,Kharvela Nagar,No,Bhubaneswar
Mug Restaurant,Chinese- Biryani,--,Too Few Ratings,4,Gajapati Nagar,No,Bhubaneswar
Aangan Premium,Indian- Chinese,4.4,100+ ratings,4,Gajapati Nagar,No,Bhubaneswar
