RestaurantName,Cuisine,Rating,NumberofRatings,NumberofOffers,Area,PureVeg,Location
36 China Town,Chinese,NEW,,4,Gaya City,No,Gaya
Pramodh Veg,North Indian- Chinese,NEW,,4,Gaya City,Yes,Gaya
Aroma House,Indian,5,5 ratings,5,Gaya City,Yes,Gaya
Burger Mafia,Burgers- Fast Food,--,Too Few Ratings,4,Gaya City,Yes,Gaya
Mahalaxmi Sweets Pure Veg Restaurant,Sweets- North Indian,4.2,8 ratings,4,Gaya City,Yes,Gaya
King Biryani House,Biryani- Fast Food,NEW,,5,Gaya City,No,Gaya
Lal And Sons The Pizza Hub,Indian,3.3,5 ratings,4,Gaya City,Yes,Gaya
The Jail Cafe And Restaurant,Cafe- North Indian,--,Too Few Ratings,4,Gaya City,No,Gaya
Behruz Biryani,Kebabs- Desserts,NEW,,4,Gaya City,No,Gaya
Al-Jazeerah,Indian- North Indian,NEW,,4,Gaya City,No,Gaya
One Bite Gaya,Burgers- Pizzas,4.3,10+ ratings,5,Gaya City,No,Gaya
Muskan Matka Biryani & Bhojnalaya,Snacks- Chinese,--,Too Few Ratings,4,Gaya City,No,Gaya
Momos Style Cafe,Fast Food- Beverages,NEW,,5,Gaya City,No,Gaya
Sujeet Fast Food,North Indian- Chinese,3.7,4 ratings,4,Gaya City,No,Gaya
Burger & Momos,Burgers- Fast Food,NEW,,5,Gaya City,No,Gaya
Seven Eleven Cake And Bakery,Bakery- Cakes and Pastries,NEW,,5,Gaya City,Yes,Gaya
Rolls & Momo Cafe,Indian- Chinese,NEW,,5,Gaya City,No,Gaya
Old Biryani House,Biryani- Snacks,3.8,20+ ratings,5,Gaya City,No,Gaya
Yummy In Tummy Veg Restaurant,North Indian- Chinese,NEW,,4,Gaya City,Yes,Gaya
Maharani Ice Cream Corner,Ice Cream,3.9,4 ratings,4,Gaya City,Yes,Gaya
Ashirwad Bakery And Cake Shop,Bakery,2.8,5 ratings,4,Gaya City,Yes,Gaya
Biryani Corner & Family Restaurant,Chinese- North Indian,3.8,1K+ ratings,4,Gaya City,No,Gaya
Mitron Bite-Yaaron Ka Adda,Fast Food- Burgers,NEW,,4,Gaya City,Yes,Gaya
Kubereshwar Bakery,Snacks- Pizzas,NEW,,4,Gaya City,Yes,Gaya
Nasta Khana,South Indian- North Indian,NEW,,4,Gaya City,Yes,Gaya
Albela Biryani,Biryani,4.4,10+ ratings,4,Gaya City,No,Gaya
Mona Biryani And Fast Food Corner,Biryani- Chinese,--,Too Few Ratings,4,Gaya City,No,Gaya
Veg Plaza Pramod Laddu,North Indian- South Indian,4.3,20+ ratings,4,Gaya City,Yes,Gaya
Rasoighar Family Restaurant,North Indian- Chinese,3.8,3 ratings,5,Gaya City,Yes,Gaya
Apna Manpasand Restaurant,Pizzas,2.3,5 ratings,5,Gaya City,No,Gaya
Takway,Chinese- Snacks,NEW,,4,Gaya City,No,Gaya
Spirant'S Chai,Chinese,4.1,10+ ratings,4,Gaya City,No,Gaya
Mona Biryani,Italian- Chinese,--,Too Few Ratings,4,Gaya City,No,Gaya
Bodhgaya City Cafe Restaurant,Mughlai- North Indian,--,Too Few Ratings,4,Gaya City,Yes,Gaya
Sri Shree Ji Sweets,Sweets- Snacks,4.1,10+ ratings,5,Gaya City,Yes,Gaya
1 Bite Pizza,Indian,--,Too Few Ratings,5,Gaya City,No,Gaya
Delhi 6 Pure Veg,North Indian- Chinese,NEW,,4,Gaya City,Yes,Gaya
Chaska Spice Affair,Indian- Fast Food,NEW,,5,Gaya City,Yes,Gaya
Kwality Wall'S Ice Cream,Ice Cream- Fast Food,4.2,20+ ratings,5,Gaya City,Yes,Gaya
Sanju Dhaba,Indian,5,3 ratings,4,Gaya City,No,Gaya
Sanjay Kumar (Sanju Dhaba 2),Indian,--,Too Few Ratings,4,Gaya City,No,Gaya
Bihari Dhaba UDIPI Darden,North Indian- Chinese,NEW,,5,Gaya City,Yes,Gaya
The Jungle Family Restaurant,North Indian- Chinese,NEW,,5,Gaya City,No,Gaya
Amit Daav Wala,Indian,--,Too Few Ratings,4,Gaya City,Yes,Gaya
Prabhuji Snacks,North Indian- Pizzas,2.5,10+ ratings,4,Gaya City,Yes,Gaya
Red 2 Chiili,Snacks- Chinese,--,Too Few Ratings,5,Gaya City,No,Gaya
Dil Khush Family Restaurant & Fast Food,Chinese- Snacks,NEW,,4,Gaya City,No,Gaya
Shri Krishana Sweets And Pizaa Point,Pizzas- Burgers,4.3,10+ ratings,5,Gaya City,No,Gaya
Meghna Foods Bihari Dhaba,North Indian- South Indian,NEW,,5,Gaya City,Yes,Gaya
Desi Street Restaurant And Cafe,North Indian- Chinese,--,Too Few Ratings,5,Gaya City,No,Gaya
Bihari Pizza,Pizzas- Burgers,2.4,7 ratings,5,Gaya City,Yes,Gaya
5 Start Close Kitchen,Chinese- North Indian,--,Too Few Ratings,5,Gaya City,Yes,Gaya
Momo National World,Chinese- Pizzas,3.4,5 ratings,5,Gaya City,Yes,Gaya
Shake Island,Beverages- Fast Food,NEW,,4,Gaya City,Yes,Gaya
Burger Gossip,Burgers- Snacks,NEW,,4,Gaya City,No,Gaya
Da Pizzeria House,Pizzas,NEW,,4,Gaya City,No,Gaya
Da Chef'S Way Cafe,Fast Food,NEW,,4,Gaya City,Yes,Gaya
Wraps & Roll,North Indian- Chinese,2.8,3 ratings,5,Gaya City,Yes,Gaya
Champran Meat Housee,Indian- Chinese,--,Too Few Ratings,4,Gaya City,No,Gaya
The Delicious Eating House,North Indian- Burgers,NEW,,4,Gaya City,Yes,Gaya
Momomia,Chinese,4.2,20+ ratings,4,Gaya City,No,Gaya
Sardar Ji Malai Chaap,Snacks- Tandoor,NEW,,4,Gaya City,No,Gaya
Shalimar Biryani,Biryani,NEW,,5,Gaya City,No,Gaya
The Biryani Chapter,Biryani- Chinese,--,Too Few Ratings,5,Gaya City,No,Gaya
Veerji Malai Chaap Corner,Snacks,3.7,100+ ratings,5,Fazilpur,Yes,Gurgaon
Elsa'S Cafe,Fast Food- Pizzas,3.7,7 ratings,5,Badshapur,No,Gurgaon
Sweetness Everywhere,Sweets,2.6,6 ratings,5,Cyber City,Yes,Gurgaon
Chaap Factory,North Indian- Snacks,--,Too Few Ratings,4,Fazilpur,Yes,Gurgaon
The Licious Kitchen,North Indian- Kebabs,4,20+ ratings,5,Huda City,No,Gurgaon
Barista Diner,Beverages- Fast Food,4.3,10+ ratings,5,Gurgaon,No,Gurgaon
Spice Of Taj,Indian- South Indian,4.7,10+ ratings,5,Huda City,No,Gurgaon
A1 Biryani And Restaurant,Biryani,2,20+ ratings,5,Cyber City,No,Gurgaon
The Haleem Biryani,Biryani- Haleem,--,Too Few Ratings,5,Fazilpur,No,Gurgaon
Nawabdaari,Indian- Biryani,4.6,10+ ratings,4,Huda City,No,Gurgaon
Beyond Paratha'S,Indian- North Indian,--,Too Few Ratings,4,Gurgaon,Yes,Gurgaon
Siya Ram Mithai,Sweets,--,Too Few Ratings,5,Cyber City,Yes,Gurgaon
Taco Bell,Mexican,4.2,1K+ ratings,5,GS Road,No,Guwahati
Metro Spice,Indian- Chinese,4.3,10K+ ratings,5,GS Road,No,Guwahati
RJ Bistro,Chinese- Snacks,4.2,10K+ ratings,5,Zoo Tiniali,No,Guwahati
Kori'S,Korean- Sushi,4.4,1K+ ratings,5,Zoo Tiniali,No,Guwahati
Aamis,Indian- Snacks,3.3,10+ ratings,5,Bamunimaidan,No,Guwahati
Vaibhavam Sweets & Restaurant,Sweets- North Indian,4.6,5K+ ratings,4,Zoo Tiniali,Yes,Guwahati
Vanilla Grain,Bakery- Cafe,4.3,100+ ratings,5,Zoo Tiniali,Yes,Guwahati
China Town Restaurant,Chinese,4.4,500+ ratings,4,Zoo Tiniali,No,Guwahati
Freemason'S Brewworks,Indian- Italian-American,4.2,50+ ratings,5,GS Road,No,Guwahati
Ascend (Resto Lounge Bar),Konkan- Pan-Asian,4.5,10+ ratings,5,GS Road,No,Guwahati
The Guwahati Address By Centre Point,Bengali- Continental,4.4,100+ ratings,4,Zoo Tiniali,No,Guwahati
Shanghai Salsa,Continental- Chinese,4.1,100+ ratings,4,Zoo Tiniali,No,Guwahati
Guwahati Cake Decor,Bakery- Burgers,--,Too Few Ratings,5,Zoo Tiniali,Yes,Guwahati
AFB (Assam'S Finest Burger),Burgers- Beverages,NEW,,4,Zoo Tiniali,Yes,Guwahati
Dinner Delight (Food With Tradition,Chinese- Thalis,--,Too Few Ratings,4,Zoo Tiniali,No,Guwahati
JBs,Sweets- South Indian,4.5,10K+ ratings,5,Fancy Bazar,Yes,Guwahati
Rang De Basanti Dhaba - Diner,North Indian- Kebabs,4.3,10K+ ratings,5,GS Road,No,Guwahati
Rolls Mania,Beverages,4.3,10K+ ratings,5,Zoo Tiniali,No,Guwahati
Prabhuji Pure Food,Snacks- Sweets,4.4,100+ ratings,5,Zoo Tiniali,Yes,Guwahati
AB'S - Absolute Barbecues,North Indian- Barbecue,4,1K+ ratings,5,GS Road,No,Guwahati
Asian Wok,Asian,4.2,10+ ratings,4,Zoo Tiniali,No,Guwahati
Express By Ab'S,North Indian- Barbecue,4,1K+ ratings,5,GS Road,No,Guwahati
Kolkata Rolls,Snacks,4.2,1K+ ratings,4,Zoo Tiniali,No,Guwahati
Fat Tiger,Burgers- Pizzas,4,100+ ratings,5,Fancy Bazar,No,Guwahati
Aminia,Biryani- Mughlai,4.5,5K+ ratings,4,GS Road,No,Guwahati
Hotel Millennium Restaurant,Indian- Mughlai,4.1,1K+ ratings,5,Athgaon,Yes,Guwahati
The View Restaurant & Lounge,Chinese- Continental,4.4,1K+ ratings,4,Zoo Tiniali,No,Guwahati
Uptown Escape Cafe,Japanese- Continental,4.2,100+ ratings,5,GS Road,No,Guwahati
Addicted,Bakery- Snacks,4,1K+ ratings,5,Zoo Tiniali,Yes,Guwahati
The Little Bistro,Chinese- Continental,4.4,500+ ratings,5,Zoo Tiniali,No,Guwahati
Tipsy Tomato Pizzeria Pizza,Pizzas- Fast Food,4.3,100+ ratings,5,Zoo Tiniali,No,Guwahati
Red Hot,Chinese- North Indian,4.2,10K+ ratings,5,Zoo Tiniali,No,Guwahati
MMB Food Junction,Indian- Chinese,4.3,1K+ ratings,5,Zoo Tiniali,No,Guwahati
House Of Spices,North Indian- Chinese,4.3,50+ ratings,5,Zoo Tiniali,No,Guwahati
Food Of Indians - FOI,Chinese- Italian-American,4.7,3 ratings,4,Fancy Bazar,Yes,Guwahati
Chai Piyo - Sports Cafe :: Restro :: Lounge,North Indian- Chinese,4.3,10+ ratings,5,Zoo Road,No,Guwahati
The Whiskey Bar & Grill,Snacks- Asian,4.6,50+ ratings,4,Zoo Tiniali,No,Guwahati
Green Lush,Juices- Salads,4.6,10+ ratings,4,Fancy Bazar,Yes,Guwahati
Three Guys,Indian,4.4,500+ ratings,4,Zoo Tiniali,No,Guwahati
Momo Ghar,Tibetan- Chinese,4.3,10K+ ratings,5,Zoo Tiniali,No,Guwahati
Foodinghum,North Indian- Thalis,4.1,10K+ ratings,5,Zoo Tiniali,No,Guwahati
Sweet Delicacy By Gauri,Bakery- Desserts,--,Too Few Ratings,4,Bamunimaidan,Yes,Guwahati
Araz Flora Bakery,Bakery,3.3,3 ratings,4,Zoo Tiniali,Yes,Guwahati
NB'S Kitchen,Chinese- Fast Food,--,Too Few Ratings,4,Zoo Tiniali,No,Guwahati
One Stop Kitchen,Burgers- Fast Food,--,Too Few Ratings,4,Zoo Road,No,Guwahati
Main Bhi Chai Wala,Chinese- Snacks,4.3,5 ratings,4,Zoo Tiniali,No,Guwahati
Foodiya By Bhaswati,Chinese- Snacks,--,Too Few Ratings,4,Bamunimaidan,No,Guwahati
King Rasoi,Chinese- Indian,3.7,20+ ratings,4,Zoo Tiniali,No,Guwahati
Viswasaa,Bihari- Indian,--,Too Few Ratings,4,Bamunimaidan,No,Guwahati
Juicy Point,Beverages,4.2,3 ratings,4,Zoo Tiniali,Yes,Guwahati
Nostalgic Nohoru,Chinese- Assamese,4.4,20+ ratings,4,Zoo Tiniali,No,Guwahati
Ahavah Ramen House,Chinese,4.6,10+ ratings,5,zoo road junali,No,Guwahati
Caviar International,Indian- Continental,4.1,5 ratings,4,Zoo Tiniali,No,Guwahati
Munkey Houzz,North Indian- Chinese,NEW,,4,GS Road,No,Guwahati
M Square,North Indian- Chinese,3.5,7 ratings,4,Zoo Road,No,Guwahati
Biryani Zone,Indian- Chinese,3.8,500+ ratings,4,Zoo Tiniali,No,Guwahati
D'Vine,Snacks- South Indian,5,3 ratings,4,Zoo Tiniali,No,Guwahati
Swadisht,Indian,3.7,10+ ratings,4,Zoo Tiniali,No,Guwahati
The Food Mafia,North Indian- Chinese,5,9 ratings,4,Bamunimaidan,No,Guwahati
Hooked,Indian- Chinese,4,7 ratings,4,Zoo Tiniali,No,Guwahati
Flaming Kitchen,Chinese- Indian,4.1,100+ ratings,4,Zoo Tiniali,No,Guwahati
Petu Kitchen,Indian,--,Too Few Ratings,4,Zoo Tiniali,No,Guwahati
HYDERABADI BIRYANI CENTER,Biryani- Indian,2.5,20+ ratings,4,Zoo Road,No,Guwahati
Cloud Momo,Chinese,--,Too Few Ratings,4,Zoo Tiniali,No,Guwahati
MB Ahaar,Indian- North Indian,--,Too Few Ratings,4,Bamunimaidan,No,Guwahati
US HOMEMADE,Bakery,--,Too Few Ratings,4,Zoo Road,Yes,Guwahati
Grilled Panda,Chinese- North Indian,4.4,10+ ratings,5,Zoo Road,No,Guwahati
Bhut Jolokia,Assamese- Thalis,3.8,1K+ ratings,4,Zoo Tiniali,No,Guwahati
Cafe Maya,Indian- North Indian,4.4,50+ ratings,5,Gs Road,No,Guwahati
Envo Cafe,Indian- Chinese,4.3,50+ ratings,5,GS Road,No,Guwahati
Chufang The Kitchen,Chinese,4.5,1K+ ratings,5,Zoo Tiniali,No,Guwahati
Iora Kitchen,Indian- Chinese,4.3,5K+ ratings,4,Zoo Tiniali,No,Guwahati
Noodle King,Chinese- North Indian,2.7,4 ratings,5,Zoo Tiniali,No,Guwahati
Wok In The Box,Chinese- Oriental,4.5,100+ ratings,5,Zoo Tiniali,No,Guwahati
Yatai,Japanese- Asian,4.3,1K+ ratings,4,Zoo Tiniali,No,Guwahati
Naga Dish,Thalis- North Indian,3.9,10+ ratings,4,Zoo Tiniali,No,Guwahati
MU,Chinese,4.2,1K+ ratings,5,Zoo Tiniali,No,Guwahati
Holiday Cafe,Chinese- Snacks,4.3,9 ratings,4,Zoo Tiniali,No,Guwahati
Antara Kitchen,North Indian,4.3,1K+ ratings,5,Zoo Tiniali,No,Guwahati
KEBAB STATION,Kebabs,4,20+ ratings,4,Zoo Tiniali,No,Guwahati
Santa Fantasea,Seafood- Tribal,3.7,500+ ratings,5,Zoo Tiniali,No,Guwahati
N2B Snacks & Fastfood,Chinese- Snacks,--,Too Few Ratings,4,Janakpur,No,Guwahati
Cafe Around The World,Italian- Mexican,4.2,50+ ratings,4,Zoo Tiniali,No,Guwahati
Volga Restaurant,North Indian- Mughlai,4.2,1K+ ratings,5,Jayendraganj,No,Gwalior
Natural Ice Cream,Ice Cream- Desserts,NEW,,4,Gwalior,Yes,Gwalior
Rajshree Misthan Bhandar,Sweets,4.3,6 ratings,1,Gwalior,Yes,Gwalior
Nirankari Bakery,Bakery- Snacks,3.4,3 ratings,1,janakganj,No,Gwalior
Kamiya Chocolate Bouquet,Ice Cream,4.3,20+ ratings,1,Khatipura Road,Yes,Jaipur
Food Junction,Indian,NEW,,1,Central Gangapur,Yes,Jaipur
Capital Cafe,Pizzas- Chinese,--,Too Few Ratings,2,Khatipura Road,No,Jaipur
Old Town Coffee House,Beverages- Snacks,--,Too Few Ratings,1,Khatipura Road,No,Jaipur
ANY TIME CAKE,Bakery,--,Too Few Ratings,1,Khatipura,No,Jaipur
Riyano Kristy Kitchen,North Indian,4.4,100+ ratings,1,Khatipura Road,No,Jaipur
Rajdhani Sweets,Sweets- South Indian,4.2,8 ratings,1,Khatipura Road,Yes,Jaipur
Healthy Chef,Healthy Food,4.2,5K+ ratings,3,Healthy Chef,No,Jalandhar
Ganesh Sweets And Cake House,Bakery- Street Food,4.1,500+ ratings,1,Pap Complex,Yes,Jalandhar
Cafe Coffee Day,Beverages- Cafe,3.8,100+ ratings,4,Gandhi Nagar,No,Jammu
Burger King,American,4.2,1K+ ratings,1,Gandhi Nagar,No,Jammu
Eleven Spices,North Indian,4.3,1K+ ratings,5,Gandhi Nagar,No,Jammu
Shiv Vaishno Dhaba,North Indian,4.1,1K+ ratings,2,Gandhi Nagar,Yes,Jammu
Xero Degrees,Italian- Snacks,3.7,100+ ratings,1,Gandhi Nagar,No,Jammu
Chinese Fast Food,Asian- Chinese,4,1K+ ratings,3,Gandhi Nagar,No,Jammu
Drool Delivery,Chinese- Burgers,4.4,1K+ ratings,3,Gandhi Nagar,No,Jammu
Vijay Dhaba,Indian- North Indian,4.2,1K+ ratings,3,Gandhi Nagar,Yes,Jammu
Dadi Maa'S Kitchen,North Indian- Chinese,4.2,1K+ ratings,1,Gandhi Nagar,Yes,Jammu
Bakers 'R' Us,Bakery,4.2,100+ ratings,1,Gandhi Nagar,Yes,Jammu
Fun Bytes - Gandhi Nagar,Fast Food- Snacks,4,500+ ratings,3,Gandhi Nagar,No,Jammu
Kwality'S Jalebi,North Indian,4.7,500+ ratings,1,Gandhi Nagar,Yes,Jammu
Ganpati Food Junction,North Indian- South Indian,3.9,1K+ ratings,3,Gandhi Nagar,Yes,Jammu
Tera Kitchen,North Indian- Biryani,3.7,20+ ratings,2,Gandhi Nagar,No,Jammu
Vimpi'S Chicken,North Indian- Pizzas,4,1K+ ratings,4,Gandhi Nagar,No,Jammu
Kohinoor,Indian- Chinese,4.2,100+ ratings,1,Gandhi Nagar,No,Jammu
Mad Over Rolls,Continental- Snacks,4.3,500+ ratings,1,Gandhi Nagar,No,Jammu
NU Momo Hut,Chinese,4.1,50+ ratings,1,Gandhi Nagar,No,Jammu
My Shop Ferns N Petals,Bakery- Desserts,3.8,50+ ratings,1,Gandhi Nagar,Yes,Jammu
Nick Bakers & Cafe,Bakery,3.7,100+ ratings,1,Gandhi Nagar,Yes,Jammu
Abbott'S Cafe N Bistro,Italian-American- Beverages,4.3,50+ ratings,1,Gandhi Nagar,No,Jammu
Vanilla Bean By Anu,Bakery- Desserts,4.4,50+ ratings,1,Gandhi Nagar,No,Jammu
Beans Affair,Fast Food- Chinese,3.5,8 ratings,2,Gandhi Nagar,No,Jammu
Legend Food,North Indian,4,100+ ratings,1,Gandhi Nagar,Yes,Jammu
Freshco 32,North Indian,3.8,20+ ratings,1,Gandhi Nagar,Yes,Jammu
Ashoka Fast Food,South Indian,3.5,500+ ratings,1,Gandhi Nagar,Yes,Jammu
Delicacy Family Restaurant,North Indian,4.2,50+ ratings,2,Gandhi Nagar,No,Jammu
Abhinandan Veg World,Pizzas- Burgers,4.9,5 ratings,2,Gandhi Nagar,Yes,Jammu
Rangla Punjab,Indian- Chinese,4.2,1K+ ratings,2,Gandhi Nagar,No,Jammu
Burger Maafia,Burgers- Italian,3.7,20+ ratings,3,Gandhi Nagar,No,Jammu
Pahalwan Chicken Corner,Kashmiri- Mughlai,3.8,1K+ ratings,2,Gandhi Nagar,No,Jammu
Roti Khaadi Kitchen,Indian- Fast Food,NEW,,2,Gandhi Nagar,Yes,Jammu
KC Gourmet Kitchen,Seafood- Tandoor,3.6,50+ ratings,2,Gandhi Nagar,No,Jammu
Kasturi & Nikka Halwai,Snacks- Beverages,4.3,20+ ratings,1,Gandhi Nagar,Yes,Jammu
Amritsari Kulcha Junction,Indian- Pastas,3.2,20+ ratings,1,Gandhi Nagar,Yes,Jammu
Plan B,Chinese- Beverages,4,10+ ratings,1,Gandhi Nagar,No,Jammu
Pavman,Maharashtrian- Snacks,NEW,,1,Gandhi Nagar,No,Jammu
Salad Of Eden,Salads,NEW,,1,Gandhi Nagar,No,Jammu
Fry O Land,Snacks,NEW,,1,Gandhi Nagar,No,Jammu
Hero Sandwich,Fast Food,NEW,,1,Gandhi Nagar,No,Jammu
Dugar Dhaba,Chinese- Snacks,3.9,9 ratings,1,Gandhi Nagar,No,Jammu
What A Sandwich,Fast Food,NEW,,1,Gandhi Nagar,No,Jammu
Jai Hind Bakery,Bakery- Fast Food,4.4,50+ ratings,1,Gandhi Nagar,Yes,Jammu
Rasalika,Fast Food- Kerala,4.3,100+ ratings,2,Gandhi Nagar,Yes,Jammu
Sarwariya Sweet,Sweets- Italian,4.2,20+ ratings,2,Jeevanshah Chauraha,Yes,Jhansi
Dilip Hotel Veg & Non Veg,North Indian,3.7,500+ ratings,3,Jeevanshah,No,Jhansi
The Chinese Wok,Chinese- Biryani,4.3,500+ ratings,1,Bally,No,Kolkata
Food Court,Indian- Chinese,3.7,1K+ ratings,1,Bally,No,Kolkata
New Punjab Khalsa Hotel,Indian- Tandoor,4.2,10K+ ratings,1,Bally,No,Kolkata
The Taste,Indian- North Indian,4.1,1K+ ratings,3,Bally,No,Kolkata
New Sher-E-Punjab,Indian- Chinese,3.8,1K+ ratings,1,Bally,No,Kolkata
Chinese Hub,Chinese- Beverages,4.2,5K+ ratings,3,Bally,No,Kolkata
Kebabi,Kebabs- Grill,4.4,100+ ratings,1,Bally,No,Kolkata
China Gaon,Chinese- Indian,3.8,5K+ ratings,5,Bally,No,Kolkata
Foodie'S Heaven,Italian- Chinese,2.3,5 ratings,2,Bally,No,Kolkata
Hungry Hippo,Fast Food- Italian,2.6,20+ ratings,2,Bally,No,Kolkata
Burger Wala,Burgers- Italian,2.1,10+ ratings,2,Bally,No,Kolkata
Burger Brothers,Fast Food- Snacks,4,100+ ratings,2,Bally,No,Kolkata
Foodland Bally,Snacks- Chinese,4,100+ ratings,2,Bally,No,Kolkata
New Royal Biryani,Biryani,3.3,5 ratings,1,Bally,No,Kolkata
CHA CULTURE,Beverages- Snacks,4.3,9 ratings,4,Bally,No,Kolkata
Mucktoo,Chinese,4.4,100+ ratings,5,Bally,No,Kolkata
Kolkata Taj Biryani,Biryani- North Indian,3.4,10+ ratings,1,Bally,No,Kolkata
Soumya'S Kitchen,North Indian,3.7,500+ ratings,1,Bally,No,Kolkata
Hotel Orbit,Tandoor- Biryani,4.1,100+ ratings,2,Bally,No,Kolkata
Kalpataru Hotel & Restaurant,Indian,3.8,500+ ratings,1,Bally,No,Kolkata
A-One Haji Biryani,Biryani,3.2,4 ratings,3,Bally,No,Kolkata
Foodbox.Com,Chinese- Fast Food,3.8,100+ ratings,3,Bally,No,Kolkata
Momo Park,Indian- Chinese,4,100+ ratings,3,Bally,No,Kolkata
Zaffran Biryani,Biryani- Mughlai,3.9,1K+ ratings,2,Bally,No,Kolkata
Food Heist,Indian,3.9,3 ratings,2,Bally,No,Kolkata
Book E Coffee,British- American,2.1,10+ ratings,1,Bally,No,Kolkata
Cha-A-Adda,Italian-American- Chinese,2.7,10+ ratings,2,Bally,No,Kolkata
Bake Oven,Italian- Fast Food,3.9,3 ratings,2,Bally,No,Kolkata
Online Chai Wala,Pizzas- Fast Food,3.5,5 ratings,2,Bally,No,Kolkata
Jioooo Food,Chinese,--,Too Few Ratings,1,Bally,No,Kolkata
Cheesy Dynasty,Italian-American- Fast Food,--,Too Few Ratings,2,Bally,No,Kolkata
Cafe HOWRAH,Beverages,1.5,3 ratings,2,Bally,No,Kolkata
The Back Bencher Cafe,Beverages- Italian-American,1.7,3 ratings,2,Bally,No,Kolkata
The Foodies Story,Italian-American- Chinese,--,Too Few Ratings,2,Bally,No,Kolkata
Saloni'S Cafeteria,Italian-American- Chinese,--,Too Few Ratings,2,Bally,No,Kolkata
Cheesy Kitchen,Pizzas- Fast Food,--,Too Few Ratings,2,Bally,No,Kolkata
Italiano Foodies,Italian- Chinese,--,Too Few Ratings,2,Bally,No,Kolkata
Matka E Cheese,Italian- Chinese,--,Too Few Ratings,3,Bally,No,Kolkata
Raastaa Momo,Chinese,5,3 ratings,1,Bally,No,Kolkata
Mousumis Cafe,Fast Food- Snacks,4,4 ratings,2,Bally,No,Kolkata
Yummy Adda Cafe & Restaurant,Indian,1.9,6 ratings,1,Bally,No,Kolkata
Reda Right Taste,North Indian- Chinese,4.1,4 ratings,2,Bally,No,Kolkata
